"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037434","SRR2994384","NDSU1","SRR11101167","SRR12075372","SRR14766444","SRR5928153","SRR15712222","NDSU6","SRR14766361","SRR5985919","SRR14766386","SRR8041750","SRR28412153","SRR4292616"
"glgX_1","","Glycogen operon protein GlgX ",568,568,1,1,5071,17,4,"",1805,2075,2074,"ENBCENPF_01401","","GEPIEMCB_00318","ELELPFCC_00533","OHGDDBEJ_01205","PJHKONLG_02566","BMGCDLMI_03072","JIDNIGFB_00320","LBKLGAEM_01470","MGNDMLEC_00804","CNEOHEEB_01201","OKEMFKGG_00890","EJCMFNNE_00089","IKEDIMNK_00425","OOMOJDPP_02058"
"group_789","","hypothetical protein",568,568,1,1,155,8,4,"",401,773,772,"ENBCENPF_02157","KKCBMJKJ_01427","GEPIEMCB_01438","ELELPFCC_01468","OHGDDBEJ_04391","PJHKONLG_04084","BMGCDLMI_01526","JIDNIGFB_03369","LBKLGAEM_03147","MGNDMLEC_03330","CNEOHEEB_02272","OKEMFKGG_03381","EJCMFNNE_03178","IKEDIMNK_02606","OOMOJDPP_00028"
"malS","","Periplasmic alpha-amylase",568,568,1,1,1837,64,2,"",1424,2027,2025,"ENBCENPF_01636","KKCBMJKJ_00976","GEPIEMCB_02566","ELELPFCC_00924","OHGDDBEJ_01743","PJHKONLG_00188","BMGCDLMI_00818","JIDNIGFB_02563","LBKLGAEM_02230","MGNDMLEC_01428","CNEOHEEB_01664","OKEMFKGG_02356","EJCMFNNE_00553","IKEDIMNK_02001","OOMOJDPP_02476"
"rob_1","","Right origin-binding protein",567,567,1,1,4933,131,2,"",392,851,850,"ENBCENPF_01285","KKCBMJKJ_02125","GEPIEMCB_00202","ELELPFCC_00648","OHGDDBEJ_01321","PJHKONLG_01843","BMGCDLMI_03188","JIDNIGFB_00204","LBKLGAEM_01355","MGNDMLEC_00688","CNEOHEEB_01317","OKEMFKGG_01006","EJCMFNNE_00205","IKEDIMNK_00540","OOMOJDPP_01208"
"group_1197","","hypothetical protein",567,567,1,1,5043,1,514,"",215,578,576,"ENBCENPF_01382","KKCBMJKJ_02028","GEPIEMCB_00299","ELELPFCC_00551","OHGDDBEJ_01224","PJHKONLG_03439","BMGCDLMI_03091","JIDNIGFB_00301","LBKLGAEM_01452","MGNDMLEC_00785","CNEOHEEB_01220","OKEMFKGG_00909","EJCMFNNE_00108","IKEDIMNK_00443","OOMOJDPP_02858"
"feaB","","Phenylacetaldehyde dehydrogenase",567,567,1,1,2776,1,436,"",533,1484,1482,"ENBCENPF_00222","KKCBMJKJ_00183","GEPIEMCB_01190","ELELPFCC_01536","OHGDDBEJ_00450","PJHKONLG_02995","BMGCDLMI_00450","JIDNIGFB_01192","LBKLGAEM_00447","MGNDMLEC_02567","CNEOHEEB_00447","OKEMFKGG_00223","EJCMFNNE_02602","IKEDIMNK_01148","OOMOJDPP_00311"
"hcp1_1","","Protein hcp1",567,567,1,1,2772,1,432,"",407,485,484,"ENBCENPF_00220","KKCBMJKJ_00185","GEPIEMCB_01192","ELELPFCC_01534","OHGDDBEJ_00452","PJHKONLG_02993","BMGCDLMI_00452","JIDNIGFB_01194","LBKLGAEM_00449","MGNDMLEC_02565","CNEOHEEB_00449","OKEMFKGG_00221","EJCMFNNE_02604","IKEDIMNK_01150","OOMOJDPP_00309"
"rlmC","","23S rRNA (uracil(747)-C(5))-methyltransferase RlmC",567,567,1,1,4321,36,2,"",1127,1163,1127,"ENBCENPF_01035","KKCBMJKJ_03235","GEPIEMCB_03275","ELELPFCC_02046","OHGDDBEJ_02140","PJHKONLG_01285","BMGCDLMI_01451","JIDNIGFB_01531","LBKLGAEM_00787","MGNDMLEC_00119","CNEOHEEB_02622","OKEMFKGG_01325","EJCMFNNE_01472","IKEDIMNK_01488","OOMOJDPP_00622"
"iraD","","Anti-adapter protein IraD",567,567,1,1,2773,1,433,"",380,380,380,"ENBCENPF_00221","KKCBMJKJ_00184","GEPIEMCB_01191","ELELPFCC_01535","OHGDDBEJ_00451","PJHKONLG_02994","BMGCDLMI_00451","JIDNIGFB_01193","LBKLGAEM_00448","MGNDMLEC_02566","CNEOHEEB_00448","OKEMFKGG_00222","EJCMFNNE_02603","IKEDIMNK_01149","OOMOJDPP_00310"
"group_2497","","hypothetical protein",567,567,1,1,525,200,1,"",188,188,188,"ENBCENPF_01863","KKCBMJKJ_01132","GEPIEMCB_01733","ELELPFCC_04659","OHGDDBEJ_02782","PJHKONLG_02311","BMGCDLMI_01822","JIDNIGFB_03075","LBKLGAEM_02852","MGNDMLEC_04065","CNEOHEEB_02567","OKEMFKGG_04329","EJCMFNNE_03056","IKEDIMNK_02900","OOMOJDPP_02871"
"group_2636","","hypothetical protein",567,567,1,1,2125,12,3,"",272,272,272,"ENBCENPF_02685","KKCBMJKJ_00737","GEPIEMCB_02309","ELELPFCC_00333","OHGDDBEJ_01005","PJHKONLG_03347","BMGCDLMI_02853","JIDNIGFB_02231","LBKLGAEM_01751","MGNDMLEC_00949","CNEOHEEB_01001","OKEMFKGG_01803","EJCMFNNE_01738","IKEDIMNK_03769","OOMOJDPP_03190"
"yjiK_1","","putative protein YjiK",567,567,1,1,2123,12,1,"",860,860,860,"ENBCENPF_02687","KKCBMJKJ_00739","GEPIEMCB_02311","ELELPFCC_00335","OHGDDBEJ_01007","PJHKONLG_03345","BMGCDLMI_02851","JIDNIGFB_02233","LBKLGAEM_01749","MGNDMLEC_00947","CNEOHEEB_01003","OKEMFKGG_01801","EJCMFNNE_01740","IKEDIMNK_03767","OOMOJDPP_03192"
"pbpC","","Penicillin-binding protein 1C",567,567,1,1,4128,159,1,"",2315,2315,2315,"ENBCENPF_02957","KKCBMJKJ_03453","GEPIEMCB_03073","ELELPFCC_03732","OHGDDBEJ_02862","PJHKONLG_01656","BMGCDLMI_04082","JIDNIGFB_02783","LBKLGAEM_02523","MGNDMLEC_01932","CNEOHEEB_02170","OKEMFKGG_02576","EJCMFNNE_01148","IKEDIMNK_02505","OOMOJDPP_03803"
"ompF","","Outer membrane porin F",567,567,1,1,4404,57,1,"",185,1091,1080,"ENBCENPF_00960","KKCBMJKJ_03160","GEPIEMCB_03200","ELELPFCC_01971","OHGDDBEJ_02065","PJHKONLG_01210","BMGCDLMI_01376","JIDNIGFB_01606","LBKLGAEM_00862","MGNDMLEC_00194","CNEOHEEB_02697","OKEMFKGG_01400","EJCMFNNE_01547","IKEDIMNK_01563","OOMOJDPP_00547"
"group_663","","hypothetical protein",567,567,1,1,4936,33,2,"",284,824,822,"ENBCENPF_01288","KKCBMJKJ_02122","GEPIEMCB_00205","ELELPFCC_00645","OHGDDBEJ_01318","PJHKONLG_01840","BMGCDLMI_03185","JIDNIGFB_00207","LBKLGAEM_01358","MGNDMLEC_00691","CNEOHEEB_01314","OKEMFKGG_01003","EJCMFNNE_00202","IKEDIMNK_00537","OOMOJDPP_01205"
"fdnH_2","","Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit",566,566,1,1,5057,1,503,"",647,884,883,"ENBCENPF_01390","KKCBMJKJ_02020","GEPIEMCB_00307","ELELPFCC_00544","OHGDDBEJ_01216","PJHKONLG_02577","BMGCDLMI_03083","JIDNIGFB_00309","LBKLGAEM_01459","MGNDMLEC_00793","CNEOHEEB_01212","OKEMFKGG_00901","EJCMFNNE_00100","IKEDIMNK_00436","OOMOJDPP_04578"
"steT","","Serine/threonine exchanger SteT",566,566,1,1,2780,1,440,"",1367,1499,1498,"ENBCENPF_00225","KKCBMJKJ_00180","GEPIEMCB_01187","ELELPFCC_01539","OHGDDBEJ_00447","PJHKONLG_02998","BMGCDLMI_00447","JIDNIGFB_01189","LBKLGAEM_00444","MGNDMLEC_02570","CNEOHEEB_00444","OKEMFKGG_00226","EJCMFNNE_02599","IKEDIMNK_01145","OOMOJDPP_00314"
"ydfO","","putative protein YdfO",566,566,1,1,4738,39,1,"",341,341,341,"ENBCENPF_01098","KKCBMJKJ_04027","GEPIEMCB_00016","ELELPFCC_00833","OHGDDBEJ_01506","PJHKONLG_04243","BMGCDLMI_04526","JIDNIGFB_00016","LBKLGAEM_01169","MGNDMLEC_00502","CNEOHEEB_01502","OKEMFKGG_01191","EJCMFNNE_00390","IKEDIMNK_00726","OOMOJDPP_04554"
"malT_1","","HTH-type transcriptional regulator MalT",566,566,1,1,2782,1,442,"",683,683,683,"ENBCENPF_00227","KKCBMJKJ_00178","GEPIEMCB_01185","ELELPFCC_01541","OHGDDBEJ_00445","PJHKONLG_03000","BMGCDLMI_00445","JIDNIGFB_01187","LBKLGAEM_00442","MGNDMLEC_02572","CNEOHEEB_00442","OKEMFKGG_00228","EJCMFNNE_02597","IKEDIMNK_01143","OOMOJDPP_00316"
"group_2264","","hypothetical protein",566,566,1,1,2781,1,441,"",551,557,556,"ENBCENPF_00226","KKCBMJKJ_00179","GEPIEMCB_01186","ELELPFCC_01540","OHGDDBEJ_00446","PJHKONLG_02999","BMGCDLMI_00446","JIDNIGFB_01188","LBKLGAEM_00443","MGNDMLEC_02571","CNEOHEEB_00443","OKEMFKGG_00227","EJCMFNNE_02598","IKEDIMNK_01144","OOMOJDPP_00315"
"group_2265","","hypothetical protein",566,566,1,1,2779,1,439,"",374,374,374,"ENBCENPF_00224","KKCBMJKJ_00181","GEPIEMCB_01188","ELELPFCC_01538","OHGDDBEJ_00448","PJHKONLG_02997","BMGCDLMI_00448","JIDNIGFB_01190","LBKLGAEM_00445","MGNDMLEC_02569","CNEOHEEB_00445","OKEMFKGG_00225","EJCMFNNE_02600","IKEDIMNK_01146","OOMOJDPP_00313"
"puuB","","Gamma-glutamylputrescine oxidoreductase",566,566,1,1,2778,1,438,"",1301,1301,1301,"ENBCENPF_00223","KKCBMJKJ_00182","GEPIEMCB_01189","ELELPFCC_01537","OHGDDBEJ_00449","PJHKONLG_02996","BMGCDLMI_00449","JIDNIGFB_01191","LBKLGAEM_00446","MGNDMLEC_02568","CNEOHEEB_00446","OKEMFKGG_00224","EJCMFNNE_02601","IKEDIMNK_01147","OOMOJDPP_00312"
"group_271","pdhR_1","Pyruvate dehydrogenase complex repressor",566,566,1,1,5082,1,136,"",473,671,669,"ENBCENPF_01409","","GEPIEMCB_00326","ELELPFCC_00525","OHGDDBEJ_01197","PJHKONLG_02558","BMGCDLMI_03064","JIDNIGFB_00328","LBKLGAEM_01478","MGNDMLEC_00812","CNEOHEEB_01193","OKEMFKGG_00882","EJCMFNNE_00081","IKEDIMNK_00417","OOMOJDPP_02050"
"group_2813","","IS256 family transposase ISEc39",566,566,1,1,3959,14,3,"",500,500,500,"ENBCENPF_02816","KKCBMJKJ_01578","GEPIEMCB_02930","ELELPFCC_02461","OHGDDBEJ_03002","PJHKONLG_01797","BMGCDLMI_02314","JIDNIGFB_02923","LBKLGAEM_02664","MGNDMLEC_01791","CNEOHEEB_02028","OKEMFKGG_02717","EJCMFNNE_01007","IKEDIMNK_02364","OOMOJDPP_02335"
"group_2826","","putative protein",566,566,1,1,4108,169,1,"",812,812,812,"ENBCENPF_02976","KKCBMJKJ_03472","GEPIEMCB_03092","ELELPFCC_03713","OHGDDBEJ_02843","PJHKONLG_01637","BMGCDLMI_04063","JIDNIGFB_02764","LBKLGAEM_02504","MGNDMLEC_01951","CNEOHEEB_02189","OKEMFKGG_02557","EJCMFNNE_01167","IKEDIMNK_02524","OOMOJDPP_03822"
"group_3177","","hypothetical protein",566,566,1,1,5657,1,262,"",152,152,152,"ENBCENPF_03387","KKCBMJKJ_03531","GEPIEMCB_04244","ELELPFCC_02106","OHGDDBEJ_03734","PJHKONLG_02585","BMGCDLMI_02497","JIDNIGFB_03452","LBKLGAEM_04366","MGNDMLEC_03246","CNEOHEEB_03116","OKEMFKGG_03105","EJCMFNNE_03319","IKEDIMNK_03435","OOMOJDPP_02152"
"group_470","","hypothetical protein",566,566,1,1,4811,38,2,"",149,452,422,"ENBCENPF_01169","KKCBMJKJ_03957","GEPIEMCB_00087","ELELPFCC_00763","OHGDDBEJ_01436","PJHKONLG_03799","BMGCDLMI_03676","JIDNIGFB_00087","LBKLGAEM_01240","MGNDMLEC_00573","CNEOHEEB_01432","OKEMFKGG_01121","EJCMFNNE_00320","IKEDIMNK_00656",""
"rfaB","","Lipopolysaccharide 1,6-galactosyltransferase",566,566,1,1,1898,5,6,"",968,1079,1077,"ENBCENPF_01580","KKCBMJKJ_01032","GEPIEMCB_02510","ELELPFCC_00868","OHGDDBEJ_01799","PJHKONLG_04187","BMGCDLMI_00762","JIDNIGFB_02619","LBKLGAEM_02174","MGNDMLEC_01372","CNEOHEEB_01608","OKEMFKGG_02412","EJCMFNNE_00497","IKEDIMNK_01945","OOMOJDPP_04243"
"group_1654","","hypothetical protein",565,565,1,1,5653,1,266,"",485,734,701,"ENBCENPF_03391","KKCBMJKJ_03527","GEPIEMCB_04248","ELELPFCC_02102","OHGDDBEJ_03738","PJHKONLG_02581","BMGCDLMI_02493","JIDNIGFB_03448","LBKLGAEM_04362","MGNDMLEC_03250","CNEOHEEB_03120","OKEMFKGG_03109","EJCMFNNE_03323","IKEDIMNK_03439","OOMOJDPP_02156"
"yeeN","","putative transcriptional regulatory protein YeeN",565,565,1,1,6144,34,3,"",479,710,703,"ENBCENPF_03608","KKCBMJKJ_00563","GEPIEMCB_02135","ELELPFCC_00159","OHGDDBEJ_00832","","BMGCDLMI_03549","JIDNIGFB_02057","LBKLGAEM_01925","MGNDMLEC_01123","CNEOHEEB_00827","OKEMFKGG_01977","EJCMFNNE_04364","IKEDIMNK_03032","OOMOJDPP_04041"
"yddG","","Methyl viologen resistance protein YddG",565,565,1,1,5052,1,523,"",881,881,881,"ENBCENPF_01387","KKCBMJKJ_02023","GEPIEMCB_00304","ELELPFCC_00547","OHGDDBEJ_01219","PJHKONLG_02580","BMGCDLMI_03086","JIDNIGFB_00306","LBKLGAEM_01456","MGNDMLEC_00790","CNEOHEEB_01215","OKEMFKGG_00904","EJCMFNNE_00103","IKEDIMNK_00439","OOMOJDPP_04581"
"yfcP_1","","putative fimbrial-like protein YfcP",565,565,1,1,2952,145,1,"",491,491,491,"ENBCENPF_00399","KKCBMJKJ_00006","GEPIEMCB_01013","ELELPFCC_01713","OHGDDBEJ_00272","PJHKONLG_00385","BMGCDLMI_00272","JIDNIGFB_01015","LBKLGAEM_00270","MGNDMLEC_02275","CNEOHEEB_00270","OKEMFKGG_00400","EJCMFNNE_02945","IKEDIMNK_00971","OOMOJDPP_00488"
"group_2515","","hypothetical protein",565,565,1,1,485,1,209,"",389,389,389,"ENBCENPF_04623","KKCBMJKJ_04627","GEPIEMCB_01759","ELELPFCC_04628","OHGDDBEJ_04628","PJHKONLG_04564","BMGCDLMI_04616","JIDNIGFB_04653","LBKLGAEM_02826","MGNDMLEC_04634","CNEOHEEB_04658","OKEMFKGG_04664","EJCMFNNE_04564","IKEDIMNK_04657","OOMOJDPP_04452"
"group_2516","","hypothetical protein",565,565,1,1,484,1,210,"",404,404,404,"ENBCENPF_04622","KKCBMJKJ_04628","GEPIEMCB_01760","ELELPFCC_04627","OHGDDBEJ_04627","PJHKONLG_04563","BMGCDLMI_04615","JIDNIGFB_04654","LBKLGAEM_02825","MGNDMLEC_04635","CNEOHEEB_04659","OKEMFKGG_04665","EJCMFNNE_04563","IKEDIMNK_04658","OOMOJDPP_04453"
"group_3213","","hypothetical protein",565,565,1,1,5599,2,9,"",494,494,494,"ENBCENPF_03443","KKCBMJKJ_04464","GEPIEMCB_04301","ELELPFCC_04544","OHGDDBEJ_03790","PJHKONLG_04408","BMGCDLMI_02442","JIDNIGFB_03397","LBKLGAEM_04311","MGNDMLEC_03302","CNEOHEEB_03172","OKEMFKGG_03161","EJCMFNNE_04436","IKEDIMNK_04643","OOMOJDPP_04407"
"arcC2","","Carbamate kinase 2",565,565,1,1,562,65,3,"",566,893,891,"ENBCENPF_01899","KKCBMJKJ_01168","GEPIEMCB_01697","ELELPFCC_01209","OHGDDBEJ_02746","PJHKONLG_02347","BMGCDLMI_01786","JIDNIGFB_03111","LBKLGAEM_02888","MGNDMLEC_04029","CNEOHEEB_02531","OKEMFKGG_04293","EJCMFNNE_03092","IKEDIMNK_02864","OOMOJDPP_02907"
"dlsT_2","","Serine transporter",565,565,1,1,2657,137,1,"",176,176,176,"ENBCENPF_00109","KKCBMJKJ_00296","GEPIEMCB_01303","ELELPFCC_03080","OHGDDBEJ_00563","PJHKONLG_02986","BMGCDLMI_00563","JIDNIGFB_01305","LBKLGAEM_00560","MGNDMLEC_02454","CNEOHEEB_00560","OKEMFKGG_00110","EJCMFNNE_02190","IKEDIMNK_01261","OOMOJDPP_01067"
"group_797","","hypothetical protein",565,565,1,1,816,67,1,"",344,740,739,"ENBCENPF_02124","KKCBMJKJ_01393","GEPIEMCB_01471","ELELPFCC_01434","OHGDDBEJ_02521","PJHKONLG_00511","BMGCDLMI_01560","JIDNIGFB_03336","LBKLGAEM_03113","MGNDMLEC_03363","CNEOHEEB_02306","OKEMFKGG_03347","EJCMFNNE_03211","IKEDIMNK_02639","OOMOJDPP_00061"
"group_1687","","hypothetical protein",564,564,1,1,1217,1,1088,"",206,575,574,"ENBCENPF_04396","KKCBMJKJ_03951","GEPIEMCB_04475","ELELPFCC_04280","OHGDDBEJ_04466","PJHKONLG_03806","BMGCDLMI_04542","JIDNIGFB_04416","LBKLGAEM_04579","MGNDMLEC_04507","CNEOHEEB_04439","OKEMFKGG_04566","EJCMFNNE_04050","IKEDIMNK_04355","OOMOJDPP_04168"
"fdnG_2","","Formate dehydrogenase, nitrate-inducible, major subunit",564,564,1,1,5056,1,504,"",1061,2411,2401,"ENBCENPF_01389","KKCBMJKJ_02021","GEPIEMCB_00306","ELELPFCC_00545","OHGDDBEJ_01217","PJHKONLG_02578","BMGCDLMI_03084","JIDNIGFB_00308","LBKLGAEM_01458","MGNDMLEC_00792","CNEOHEEB_01213","OKEMFKGG_00902","EJCMFNNE_00101","IKEDIMNK_00437","OOMOJDPP_04579"
"fdnG_1","","Formate dehydrogenase, nitrate-inducible, major subunit",564,564,1,1,5055,1,507,"",587,587,587,"ENBCENPF_01388","KKCBMJKJ_02022","GEPIEMCB_00305","ELELPFCC_00546","OHGDDBEJ_01218","PJHKONLG_02579","BMGCDLMI_03085","JIDNIGFB_00307","LBKLGAEM_01457","MGNDMLEC_00791","CNEOHEEB_01214","OKEMFKGG_00903","EJCMFNNE_00102","IKEDIMNK_00438","OOMOJDPP_04580"
"group_2588","","hypothetical protein",564,564,1,1,6143,34,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",107,107,107,"ENBCENPF_03609","KKCBMJKJ_00564","GEPIEMCB_02136","ELELPFCC_00160","OHGDDBEJ_00833","","BMGCDLMI_03550","JIDNIGFB_02058","LBKLGAEM_01924","MGNDMLEC_01122","CNEOHEEB_00828","OKEMFKGG_01976","EJCMFNNE_04365","IKEDIMNK_03031","OOMOJDPP_04042"
"folP","","Dihydropteroate synthase",564,564,1,1,2604,49,1,"",572,848,840,"ENBCENPF_00059","KKCBMJKJ_00346","GEPIEMCB_01353","ELELPFCC_03130","OHGDDBEJ_00614","PJHKONLG_02068","BMGCDLMI_00613","JIDNIGFB_01355","LBKLGAEM_00610","MGNDMLEC_02404","CNEOHEEB_00610","OKEMFKGG_00059","EJCMFNNE_02140","IKEDIMNK_01311","OOMOJDPP_01117"
"betI","","HTH-type transcriptional regulator BetI",564,564,1,1,431,10,7,"",212,587,578,"ENBCENPF_03783","KKCBMJKJ_03033","GEPIEMCB_01801","ELELPFCC_03644","OHGDDBEJ_03625","PJHKONLG_03240","BMGCDLMI_03371","JIDNIGFB_04070","LBKLGAEM_03982","MGNDMLEC_03814","CNEOHEEB_03775","OKEMFKGG_04081","EJCMFNNE_02400","IKEDIMNK_03638","OOMOJDPP_04067"
"bioF","","8-amino-7-oxononanoate synthase",563,563,1,1,4223,53,2,"",683,1157,1151,"ENBCENPF_04297","KKCBMJKJ_04059","GEPIEMCB_03366","ELELPFCC_04320","OHGDDBEJ_04178","PJHKONLG_03391","BMGCDLMI_04276","JIDNIGFB_01440","LBKLGAEM_00696","MGNDMLEC_00028","CNEOHEEB_04305","OKEMFKGG_01234","EJCMFNNE_03584","IKEDIMNK_01397","OOMOJDPP_02750"
"group_2486","","hypothetical protein",563,563,1,1,541,168,1,"",722,722,722,"ENBCENPF_01880","KKCBMJKJ_01149","GEPIEMCB_01716","ELELPFCC_04642","OHGDDBEJ_02765","PJHKONLG_02328","BMGCDLMI_01805","JIDNIGFB_03092","LBKLGAEM_02869","MGNDMLEC_04048","CNEOHEEB_02550","OKEMFKGG_04312","EJCMFNNE_03073","IKEDIMNK_02883","OOMOJDPP_02888"
"group_3262","","hypothetical protein",563,563,1,1,1215,1,1086,"",413,413,413,"ENBCENPF_04394","KKCBMJKJ_03953","GEPIEMCB_04473","ELELPFCC_04278","OHGDDBEJ_04464","PJHKONLG_03804","BMGCDLMI_04544","JIDNIGFB_04414","LBKLGAEM_04581","MGNDMLEC_04509","CNEOHEEB_04441","OKEMFKGG_04568","EJCMFNNE_04048","IKEDIMNK_04353","OOMOJDPP_04166"
"group_3263","","hypothetical protein",563,563,1,1,1216,1,1087,"",302,302,302,"ENBCENPF_04395","KKCBMJKJ_03952","GEPIEMCB_04474","ELELPFCC_04279","OHGDDBEJ_04465","PJHKONLG_03805","BMGCDLMI_04543","JIDNIGFB_04415","LBKLGAEM_04580","MGNDMLEC_04508","CNEOHEEB_04440","OKEMFKGG_04567","EJCMFNNE_04049","IKEDIMNK_04354","OOMOJDPP_04167"
"yjgN_1","","Inner membrane protein YjgN",562,562,1,1,6104,110,1,"",320,320,320,"ENBCENPF_02549","KKCBMJKJ_00600","GEPIEMCB_02172","ELELPFCC_00196","OHGDDBEJ_00869","PJHKONLG_02731","BMGCDLMI_04597","JIDNIGFB_02094","LBKLGAEM_01888","MGNDMLEC_01086","CNEOHEEB_00864","OKEMFKGG_01940","EJCMFNNE_04415","IKEDIMNK_02995","OOMOJDPP_01341"
"stpA_2","","DNA-binding protein StpA",562,562,1,1,1219,1,1092,"",434,434,434,"ENBCENPF_04398","KKCBMJKJ_03949","GEPIEMCB_04477","ELELPFCC_04282","OHGDDBEJ_04468","PJHKONLG_03808","BMGCDLMI_04693","JIDNIGFB_04418","LBKLGAEM_04577","MGNDMLEC_04505","CNEOHEEB_04437","OKEMFKGG_04564","EJCMFNNE_04052","IKEDIMNK_04357","OOMOJDPP_04170"
"group_3266","","hypothetical protein",562,562,1,1,1223,1,1096,"",95,95,95,"ENBCENPF_04401","KKCBMJKJ_03946","GEPIEMCB_04480","ELELPFCC_04285","OHGDDBEJ_04471","PJHKONLG_03811","BMGCDLMI_04690","JIDNIGFB_04421","LBKLGAEM_04575","MGNDMLEC_04502","CNEOHEEB_04434","OKEMFKGG_04561","EJCMFNNE_04055","IKEDIMNK_04360","OOMOJDPP_04173"
"group_463","","hypothetical protein",562,562,1,1,5084,1,137,"",530,1091,1082,"ENBCENPF_01410","","GEPIEMCB_00327","ELELPFCC_00524","OHGDDBEJ_01196","PJHKONLG_02557","BMGCDLMI_03063","JIDNIGFB_00329","LBKLGAEM_01479","MGNDMLEC_00813","CNEOHEEB_01192","OKEMFKGG_00881","EJCMFNNE_00080","IKEDIMNK_00416","OOMOJDPP_02049"
"bin3","","Putative transposon Tn552 DNA-invertase bin3",562,562,1,1,1224,1,1098,"",365,644,632,"ENBCENPF_04402","KKCBMJKJ_03945","GEPIEMCB_04481","ELELPFCC_04286","OHGDDBEJ_04472","PJHKONLG_03812","BMGCDLMI_04689","JIDNIGFB_04422","LBKLGAEM_04574","MGNDMLEC_04501","CNEOHEEB_04433","OKEMFKGG_04560","EJCMFNNE_04056","IKEDIMNK_04361","OOMOJDPP_04174"
"galS_1","","HTH-type transcriptional regulator GalS",562,562,1,1,5076,73,2,"",359,980,977,"ENBCENPF_01404","","GEPIEMCB_00321","ELELPFCC_00530","OHGDDBEJ_01202","PJHKONLG_02563","BMGCDLMI_03069","JIDNIGFB_00323","LBKLGAEM_01473","MGNDMLEC_00807","CNEOHEEB_01198","OKEMFKGG_00887","EJCMFNNE_00086","IKEDIMNK_00422","OOMOJDPP_02055"
"symE","","Endoribonuclease SymE",561,561,1,1,175,7,9,"",257,257,257,"ENBCENPF_02142","KKCBMJKJ_01411","GEPIEMCB_01453","ELELPFCC_01452","OHGDDBEJ_02503","PJHKONLG_00493","BMGCDLMI_01542","JIDNIGFB_03354","LBKLGAEM_03131","MGNDMLEC_03345","CNEOHEEB_02288","OKEMFKGG_03365","EJCMFNNE_03193","IKEDIMNK_02621","OOMOJDPP_00043"
"group_262","","hypothetical protein",561,561,1,1,1221,1,1094,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",272,1127,1123,"ENBCENPF_04400","KKCBMJKJ_03947","GEPIEMCB_04479","ELELPFCC_04284","OHGDDBEJ_04470","PJHKONLG_03810","BMGCDLMI_04691","JIDNIGFB_04420","LBKLGAEM_04718","MGNDMLEC_04503","CNEOHEEB_04435","OKEMFKGG_04562","EJCMFNNE_04054","IKEDIMNK_04359","OOMOJDPP_04172"
"group_1263","","hypothetical protein",560,560,1,1,3075,37,1,"",239,284,283,"ENBCENPF_00609","KKCBMJKJ_02273","GEPIEMCB_00803","ELELPFCC_03315","OHGDDBEJ_00061","PJHKONLG_01516","BMGCDLMI_00060","JIDNIGFB_00804","LBKLGAEM_00060","MGNDMLEC_02065","CNEOHEEB_00060","OKEMFKGG_00611","EJCMFNNE_00945","IKEDIMNK_00761","OOMOJDPP_01510"
"group_1652","","hypothetical protein",560,560,1,1,5660,1,259,"",290,290,290,"ENBCENPF_03384","KKCBMJKJ_03534","GEPIEMCB_04241","ELELPFCC_02109","OHGDDBEJ_03731","PJHKONLG_02588","BMGCDLMI_02500","JIDNIGFB_03455","LBKLGAEM_04369","MGNDMLEC_03243","CNEOHEEB_03113","OKEMFKGG_03102","EJCMFNNE_03316","IKEDIMNK_03432","OOMOJDPP_02149"
"hybO","","Hydrogenase-2 small chain",560,560,1,1,2751,1,411,"",1118,1118,1118,"ENBCENPF_00200","KKCBMJKJ_00205","GEPIEMCB_01212","ELELPFCC_01514","OHGDDBEJ_00472","","BMGCDLMI_00472","JIDNIGFB_01214","LBKLGAEM_00469","MGNDMLEC_02545","CNEOHEEB_00469","OKEMFKGG_00201","EJCMFNNE_02624","IKEDIMNK_01170","OOMOJDPP_00289"
"group_2287","","hypothetical protein",560,560,1,1,2750,1,410,"",287,287,287,"ENBCENPF_00199","KKCBMJKJ_00206","GEPIEMCB_01213","ELELPFCC_01513","OHGDDBEJ_00473","","BMGCDLMI_00473","JIDNIGFB_01215","LBKLGAEM_00470","MGNDMLEC_02544","CNEOHEEB_00470","OKEMFKGG_00200","EJCMFNNE_02625","IKEDIMNK_01171","OOMOJDPP_00288"
"group_2288","","hypothetical protein",560,560,1,1,2748,1,408,"",494,494,494,"ENBCENPF_00197","KKCBMJKJ_00208","GEPIEMCB_01215","ELELPFCC_01511","OHGDDBEJ_00475","","BMGCDLMI_00475","JIDNIGFB_01217","LBKLGAEM_00472","MGNDMLEC_02542","CNEOHEEB_00472","OKEMFKGG_00198","EJCMFNNE_02627","IKEDIMNK_01173","OOMOJDPP_00286"
