"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16297816","SRR7010475","SRR12075372","SRR5905519","SRR28412124","SRR14766397","SRR27714943","SRR8728075","SRR14766394","SRR5883582","NDSU24","SRR14766350","NDSU10","SRR18233386","SRR27708439"
"group_3691","","hypothetical protein",7,7,1,12,5,230,2,"",512,512,512,"","","","","","","","","","","","","","",""
"group_3700","","hypothetical protein",7,7,1,1,3831,1,652,"",215,215,215,"","","","","","","","","","","","","","",""
"group_3708","","hypothetical protein",7,7,1,11,2,229,2,"",677,677,677,"","","","","","","","","","","","","","",""
"group_3746","","hypothetical protein",7,7,1,13,2,231,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",353,353,353,"","","","","","","","","","","","","","",""
"traA","","Pilin",7,7,1,1,938,1,849,"",359,365,363,"","","","","","","","","","","","","","",""
"group_3800","","hypothetical protein",7,7,1,10,13,228,7,"",920,920,920,"","","","","","","","","","","","","","",""
"group_3802","","hypothetical protein",7,7,1,1,224,1,988,"",260,260,260,"","","","","","","","","","","","","","",""
"group_3807","","hypothetical protein",7,7,1,1,219,1,682,"",260,260,260,"","","","","","","","","","","","","","",""
"group_3808","","hypothetical protein",7,7,1,1,220,1,683,"",506,506,506,"","","","","","","","","","","","","","",""
"group_3809","","hypothetical protein",7,7,1,1,221,1,684,"",248,248,248,"","","","","","","","","","","","","","",""
"group_3811","","hypothetical protein",7,7,1,1,3828,1,649,"",281,281,281,"","","","","","","","","","","","","","",""
"group_3818","","hypothetical protein",7,7,1,1,200,1,663,"",515,515,515,"","","","","","","","","","","","","","",""
"hha_2","","Hemolysin expression-modulating protein Hha",7,7,1,10,2,228,1,"",212,212,212,"","","","","","","","","","","","","","",""
"group_3880","","hypothetical protein",7,7,1,1,3357,1,363,"",326,326,326,"","","","","","","","","","","","","","",""
"group_3887","","hypothetical protein",7,7,1,1,2316,1,462,"",329,329,329,"","","","","","","","","","","","","","",""
"group_4074","","hypothetical protein",7,7,1,1,3620,256,2,"",404,404,404,"","","","","","","","","","","","","","",""
"group_600","","hypothetical protein",7,7,1,1,1200,1,1081,"",182,713,637,"","","","","","","","","","","","","PGKCJFEA_04370","",""
"aidA","","Quorum-quenching protein AidA",7,7,1,1,891,1,808,"",860,860,860,"","","","","","","","","","","","","","",""
"group_642","","hypothetical protein",7,7,1,1,1347,1,984,"",320,644,451,"","","","","","","","","","","","","","",""
"group_665","dbpA","ATP-dependent RNA helicase DbpA",7,7,1,1,4953,133,1,"",569,1373,1258,"","","","","","","","","","","","","","",""
"group_667","","Lactate 2-monooxygenase",7,7,1,1,4994,102,1,"",287,1139,1017,"","","","","","","","","","","","","","",""
"group_83","ampC","Beta-lactamase",7,7,1,1,2137,1,221,"",350,1145,917,"","","","","","","","","","","","","","",""
"group_839","zitB","Zinc transporter ZitB",7,7,1,1,252,95,2,"",251,938,839,"","","","","","","","","","","","","PGKCJFEA_04596","",""
"group_862","hflC","Modulator of FtsH protease HflC",7,7,1,1,1991,126,2,"",332,1004,908,"","","","","","","","","","","","","PGKCJFEA_04514","",""
"group_939","gadC","Glutamate/gamma-aminobutyrate antiporter",7,7,1,1,3915,109,2,"",335,1421,1265,"","","","","","","","","","","","","","",""
"group_941","rocR","Arginine utilization regulatory protein RocR",7,7,1,1,3728,120,1,"",560,1427,1303,"","","","","","","","","","","","","","",""
"group_1116","","hypothetical protein",6,6,1,1,942,1,853,"",509,647,624,"","","","","","","","","","","","","","",""
"group_1117","","hypothetical protein",6,6,1,1,944,1,855,"",287,287,287,"","","","","","","","","","","","","","",""
"group_128","caf1A_2","F1 capsule-anchoring protein",6,6,1,1,6125,11,9,"",749,2444,2125,"","","","","","","","","","","","","","",""
"neo_2","","Aminoglycoside 3'-phosphotransferase",6,6,1,1,1059,1,106,"",497,815,762,"","","","","","","","","","","","","PGKCJFEA_04766","",""
"group_1762","","hypothetical protein",6,6,1,1,1280,1,7,"",662,809,760,"","","","","","","","","","","","","","",""
"traQ","","Protein TraQ",6,6,1,1,911,1,826,"",284,284,284,"","","","","","","","","","","","","","",""
"group_1780","","hypothetical protein",6,6,1,1,943,1,854,"",608,821,785,"","","","","","","","","","","","","","",""
"yhdJ_1","","DNA adenine methyltransferase YhdJ",6,6,1,1,996,1,959,"",683,683,683,"","","","","","","","","","","","","","",""
"group_1819","","hypothetical protein",6,6,1,9,12,227,22,"",233,446,375,"","","","","","","","","","","","","","",""
"ssb_3","","Plasmid-derived single-stranded DNA-binding protein",6,6,1,1,840,1,900,"",539,539,539,"","","","","","","","","","","","","","",""
"group_1829","","hypothetical protein",6,6,1,1,931,1,843,"",197,320,217,"","","","","","","","","","","","","","",""
"group_1830","","hypothetical protein",6,6,1,1,917,1,831,"",257,257,257,"","","","","","","","","","","","","","",""
"group_1861","","hypothetical protein",6,6,1,1,1132,1,4,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",902,1004,919,"","","","","","","","","","","","","","",""
"group_19","","hypothetical protein",6,6,1,1,474,1,164,"",188,1292,657,"","","","","","","","","","","","","","",""
"group_190","","hypothetical protein",6,6,1,1,3584,1,139,"",449,1556,1360,"","","","","","","","","","","","","","",""
"group_206","cpxP_2","Periplasmic protein CpxP",6,6,1,1,2280,324,1,"",164,314,230,"","","","","","","","","","","","","","",""
"menH_1","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",6,6,1,1,2823,1,453,"",398,398,398,"","","","","","","","","","","","","","",""
"group_3457","","hypothetical protein",6,6,1,1,1931,1,22,"",989,989,989,"","","","","","","","","","","","","","",""
"group_3458","","hypothetical protein",6,6,1,1,1932,1,23,"",236,236,236,"","","","","","","","","","","","","","",""
"group_3459","","hypothetical protein",6,6,1,1,1933,1,24,"",365,365,365,"","","","","","","","","","","","","","",""
"merB","","Alkylmercury lyase",6,6,1,1,1934,1,25,"",638,638,638,"","","","","","","","","","","","","","",""
"traN","","Mating pair stabilization protein TraN",6,6,1,1,918,1,832,"",1808,1808,1808,"","","","","","","","","","","","","","",""
"group_3651","","hypothetical protein",6,6,1,1,3374,1,293,"",305,305,305,"","","","","","","","","","","","","","",""
"tnpR","","Transposon Tn3 resolvase",6,6,1,1,3437,1,127,"",557,557,557,"","","","","","","","","","","","","","",""
"group_3665","","hypothetical protein",6,6,1,1,673,1,997,"",239,239,239,"","","","","","","","","","","","","","",""
"group_3666","","hypothetical protein",6,6,1,1,672,1,250,"",404,404,404,"","","","","","","","","","","","","","",""
"group_3667","klcA","Antirestriction protein KlcA",6,6,1,1,3380,1,251,"",425,425,425,"","","","","","","","","","","","","","",""
"group_3674","","hypothetical protein",6,6,1,1,3391,1,315,"",533,533,533,"","","","","","","","","","","","","","",""
"group_3675","","Type IV secretion system protein VirB11",6,6,1,1,3390,1,314,"",995,995,995,"","","","","","","","","","","","","","",""
"virB9_2","","Type IV secretion system protein virB9",6,6,1,1,3388,1,312,"",884,884,884,"","","","","","","","","","","","","","",""
"virB8","","Type IV secretion system protein virB8",6,6,1,1,3387,1,311,"",698,698,698,"","","","","","","","","","","","","","",""
"group_3685","","hypothetical protein",6,6,1,1,227,1,686,"",641,641,641,"","","","","","","","","","","","","","",""
"dcm_2","","DNA-cytosine methyltransferase",6,6,1,1,682,1,1001,"",1433,1433,1433,"","","","","","","","","","","","","","",""
"ecoRIIR","","Type-2 restriction enzyme EcoRII",6,6,1,1,681,1,1000,"",1214,1214,1214,"","","","","","","","","","","","","","",""
"group_3728","","hypothetical protein",6,6,1,9,21,227,13,"",122,122,122,"","","","","","","","","","","","","","",""
"group_3764","","hypothetical protein",6,6,1,1,839,1,898,"",233,233,233,"","","","","","","","","","","","","","",""
"xerC_4","","Tyrosine recombinase XerC",6,6,1,1,1039,1,782,"",740,740,740,"","","","","","","","","","","","","","",""
"group_3784","","hypothetical protein",6,6,1,1,94,47,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",224,224,224,"","","","","","","","","","","","","","",""
"group_3823","","hypothetical protein",6,6,1,12,1,230,4,"",350,350,350,"","","","","","","","","","","","","","",""
"group_3838","","hypothetical protein",6,6,1,9,6,227,4,"",248,248,248,"","","","","","","","","","","","","","",""
"higB-1","","Toxin HigB-1",6,6,1,9,17,227,17,"",296,296,296,"","","","","","","","","","","","","","",""
"group_3844","","hypothetical protein",6,6,1,1,198,1,662,"",923,923,923,"","","","","","","","","","","","","","",""
"group_3845","","hypothetical protein",6,6,1,11,10,229,8,"",161,161,161,"","","","","","","","","","","","","","",""
"group_3849","","hypothetical protein",6,6,1,1,202,1,665,"",167,167,167,"","","","","","","","","","","","","","",""
"group_3888","","hypothetical protein",6,6,1,1,2315,1,461,"",305,305,305,"","","","","","","","","","","","","","",""
"group_410","","hypothetical protein",6,6,1,1,4335,319,1,"",167,203,197,"","","","","","","","","","","","","","",""
"ftsK_1","","hypothetical protein",6,6,1,1,4361,345,1,"",2288,4082,3783,"","","","OAAFEBHG_03501","","","","","","","","","","",""
"group_46","blc_2","Outer membrane lipoprotein Blc",6,6,1,1,3488,1,1016,"",275,1016,594,"","","","","","","","","","","","","","",""
"group_543","aptB","Apulose-4-phosphate transketolase subunit B",6,6,1,1,3730,23,3,"",428,953,865,"","","","","","","","","","","","","","",""
"dacC_1","","D-alanyl-D-alanine carboxypeptidase DacC",6,6,1,1,4301,182,1,"",197,1070,342,"","","","","","","","","","","","","","",""
"group_637","","hypothetical protein",6,6,1,1,3386,1,310,"",374,1040,746,"","","","","","","","","","","","","","",""
"group_75","","IS1380 family transposase ISEcp1",6,6,1,1,5968,1,223,"",692,1262,1065,"","","","","","","","","","","","","","",""
"group_835","","hypothetical protein",6,6,1,1,245,190,1,"",209,473,385,"","","","","","","","","","","","","","",""
"yicJ_4","","Inner membrane symporter YicJ",6,6,1,1,1987,1,16,"",119,407,215,"","","","","","","","","","","","","","",""
"group_911","bcsQ","Cellulose biosynthesis protein BcsQ",6,6,1,1,1507,454,1,"",197,752,567,"","","","","","","","","","","","","","",""
"group_964","","hypothetical protein",6,6,1,1,3721,173,1,"",164,497,441,"","","","","","","","","","","","","","",""
"group_991","yehC","putative fimbrial chaperone YehC",6,6,1,1,5874,210,1,"",227,680,604,"","","","","","","","","","","","","","",""
"group_1126","","Tn3 family transposase TnAs1",5,5,1,1,3392,1,316,"",1409,2966,1952,"","","","","","","","","","","","","","",""
"group_1127","","Protein virB10",5,5,1,1,3389,1,313,"",575,1160,1031,"","","","","","","","","","","","","","",""
"group_1138","","hypothetical protein",5,5,1,14,1,232,1,"Investigate",737,1127,918,"","","","","","","","","","","","","","",""
"group_1139","","hypothetical protein",5,5,1,10,12,228,6,"",248,437,327,"","","","","","","","","","","","","","",""
"group_124","","hypothetical protein",5,5,1,1,513,1,185,"",188,755,374,"","","","","","","","EDHNKBAJ_04640","","","","","","",""
"group_129","caf1A_2","F1 capsule-anchoring protein",5,5,1,1,6124,11,5,"",2444,2444,2444,"","","","","","","","","","","","","","",""
"group_1532","","hypothetical protein",5,5,1,1,3707,2,46,"",611,611,611,"","","","","","","","","","","","","PGKCJFEA_04660","",""
"fepE_1","","Ferric enterobactin transport protein FepE",5,5,1,1,421,70,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",203,542,419,"","","","","","","","","","","","","","","JJJDFGFB_04071"
"group_1760","","hypothetical protein",5,5,1,35,3,281,2,"",311,497,459,"","","","","","","","","","","","","","",""
"group_1764","","IS1 family transposase IS1R",5,5,1,1,1349,1,986,"",266,377,354,"","","","","","","","","","","","","","",""
"group_1769","","hypothetical protein",5,5,1,1,886,1,801,"",857,857,857,"","","","","","","","","","","","","","",""
"group_177","","Tn3 family transposase Tn2",5,5,1,1,3436,1,125,"",2210,3005,2846,"","","","","","","","","","","","","","",""
"traJ","","Protein TraJ",5,5,1,1,940,1,851,"",686,686,686,"","","","","","","","","","","","","","",""
"traM","","Relaxosome protein TraM",5,5,1,1,941,1,852,"",383,383,383,"","","","","","","","","","","","","","",""
"group_1798","","hypothetical protein",5,5,1,1,3393,1,992,"",377,716,648,"","","","","","","","","","","","","","",""
"group_1799","umuD","Protein UmuD",5,5,1,1,3381,1,252,"",386,440,429,"","","","","","","","","","","","","","",""
"group_1824","umuD","Protein UmuD",5,5,1,1,1014,1,951,"",419,437,433,"","","","","","","","","","","","","","",""
"group_1835","","hypothetical protein",5,5,1,9,20,227,14,"",668,776,754,"","","","","","","","","","","","","","",""
"group_1838","","hypothetical protein",5,5,1,1,3428,1,126,"",266,332,318,"","","","","","","","","","","","","","",""
"group_1847","","hypothetical protein",5,5,1,1,958,1,912,"",776,776,776,"","","","","","","","","","","","","","",""
"group_1855","","hypothetical protein",5,5,1,1,4980,13,3,"",299,299,299,"","","","","","","","","","","","","","",""
"group_195","","hypothetical protein",5,5,1,1,3005,221,1,"",503,11219,5051,"","","","","","","","","","","","","","",""
"merA_1","","Mercuric reductase",5,5,1,1,1935,1,26,"",1685,1685,1685,"","","","","","","","","","","","","","",""
"group_227","ltxB","Leukotoxin export ATP-binding protein LtxB",5,5,1,1,3003,158,1,"",506,1613,1003,"","","","","","","","","","","","","","",""
"group_337","soj","Sporulation initiation inhibitor protein Soj",5,5,1,1,3364,1,245,"",299,785,613,"","","","","","","","","","","","","","",""
"group_3423","","hypothetical protein",5,5,1,1,3322,277,1,"",509,509,509,"","","","","","","","","","","","","PGKCJFEA_04619","",""
"group_3522","","hypothetical protein",5,5,1,1,1355,18,1,"",365,365,365,"","","","","","","","","","","","","","",""
"group_3527","","hypothetical protein",5,5,1,35,4,281,1,"",215,215,215,"","","","","","","","","","","","","","",""
"mbeC_2","","Mobilization protein MbeC",5,5,1,35,2,281,3,"",344,344,344,"","","","","","","","","","","","","","",""
"group_3531","","hypothetical protein",5,5,1,35,6,281,6,"",707,707,707,"","","","","","","","","","","","","","",""
"group_3533","","hypothetical protein",5,5,1,1,2995,524,1,"",290,290,290,"","","","","","","","","","","","","","",""
"traY","","Relaxosome protein TraY",5,5,1,1,939,1,850,"",227,227,227,"","","","","","","","","","","","","","",""
"group_3647","","hypothetical protein",5,5,1,1,3370,1,289,"",317,317,317,"","","","","","","","","","","","","","",""
"group_3648","","hypothetical protein",5,5,1,1,3371,1,290,"",293,293,293,"","","","","","","","","","","","","","",""
"group_3658","","hypothetical protein",5,5,1,1,3395,1,299,"",416,416,416,"","","","","","","","","","","","","","",""
"group_3659","","hypothetical protein",5,5,1,1,3394,1,298,"",419,419,419,"","","","","","","","","","","","","","",""
"group_3660","","hypothetical protein",5,5,1,1,674,1,993,"",368,368,368,"","","","","","","","","","","","","","",""
"group_3661","","hypothetical protein",5,5,1,1,675,1,994,"",344,344,344,"","","","","","","","","","","","","","",""
"group_3662","","hypothetical protein",5,5,1,1,676,1,995,"",320,320,320,"","","","","","","","","","","","","","",""
"group_3663","","hypothetical protein",5,5,1,1,678,1,996,"",179,179,179,"","","","","","","","","","","","","","",""
"group_3669","","hypothetical protein",5,5,1,1,3383,1,254,"",791,791,791,"","","","","","","","","","","","","","",""
"group_3670","","hypothetical protein",5,5,1,1,3379,1,249,"",341,341,341,"","","","","","","","","","","","","","",""
"group_3707","","hypothetical protein",5,5,1,11,3,229,3,"",452,452,452,"","","","","","","","","","","","","","",""
"group_3729","","hypothetical protein",5,5,1,9,22,227,12,"",341,341,341,"","","","","","","","","","","","","","",""
"group_3759","","hypothetical protein",5,5,1,1,1000,1,954,"",248,248,248,"","","","","","","","","","","","","","",""
"group_3765","vapC_2","tRNA(fMet)-specific endonuclease VapC",5,5,1,1,876,1,813,"",398,398,398,"","","","","","","","","","","","","","",""
"vapB_2","","Antitoxin VapB",5,5,1,1,875,1,812,"",227,227,227,"","","","","","","","","","","","","","",""
"group_3779","","hypothetical protein",5,5,1,1,932,1,844,"",590,590,590,"","","","","","","","","","","","","","",""
"group_3780","","hypothetical protein",5,5,1,1,919,1,833,"",638,638,638,"","","","","","","","","","","","","","",""
