"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28323381","SRR8280066","SRR14766395","SRR14766367","NDSU17","SRR14766454","SRR14766374","SRR11101171","SRR7011986","SRR5000227","SRR27714918","SRR5000221","SRR2096623","SRR2994394","NDSU13"
"group_2938","","hypothetical protein",575,575,1,1,4560,9,5,"",89,89,89,"AAOAKINP_01743","FLNDLMAF_02007","HEGDAGBG_01527","OOJFKJFD_00334","OMAFMDHC_00823","DHLDAANJ_04530","OGNHHAPP_02508","EPILMDOP_00870","OJOAJMDO_01265","FKHFPJNE_00897","JDGPEFCB_01001","EKBIAHBP_01553","GEOHAANM_04168","NNGIMOCL_01821","GBFFMACB_04129"
"smfA","","Fimbria A protein",575,575,1,1,2396,44,2,"",560,560,560,"AAOAKINP_03755","FLNDLMAF_03255","HEGDAGBG_03582","OOJFKJFD_03122","OMAFMDHC_03681","DHLDAANJ_02141","OGNHHAPP_03629","EPILMDOP_03536","OJOAJMDO_03794","FKHFPJNE_03566","JDGPEFCB_03752","EKBIAHBP_04389","GEOHAANM_04003","NNGIMOCL_04373","GBFFMACB_03399"
"group_3078","","hypothetical protein",575,575,1,1,2488,192,1,"",281,281,281,"AAOAKINP_03844","FLNDLMAF_03344","HEGDAGBG_03672","OOJFKJFD_03211","OMAFMDHC_03770","DHLDAANJ_01257","OGNHHAPP_03860","EPILMDOP_02891","OJOAJMDO_02398","FKHFPJNE_03477","JDGPEFCB_03841","EKBIAHBP_03860","GEOHAANM_02782","NNGIMOCL_03100","GBFFMACB_02477"
"group_3189","","hypothetical protein",575,575,1,1,5628,6,6,"",569,569,569,"AAOAKINP_03665","FLNDLMAF_04559","HEGDAGBG_04584","OOJFKJFD_04517","OMAFMDHC_04562","DHLDAANJ_03955","OGNHHAPP_04327","EPILMDOP_04544","OJOAJMDO_04475","FKHFPJNE_03156","JDGPEFCB_03668","EKBIAHBP_04431","GEOHAANM_04476","NNGIMOCL_04487","GBFFMACB_02087"
"group_3190","","hypothetical protein",575,575,1,1,5627,6,5,"",749,749,749,"AAOAKINP_03666","FLNDLMAF_04560","HEGDAGBG_04583","OOJFKJFD_04518","OMAFMDHC_04563","DHLDAANJ_03956","OGNHHAPP_04326","EPILMDOP_04543","OJOAJMDO_04476","FKHFPJNE_03155","JDGPEFCB_03669","EKBIAHBP_04432","GEOHAANM_04477","NNGIMOCL_04488","GBFFMACB_02086"
"group_3191","","hypothetical protein",575,575,1,1,5625,6,3,"",737,737,737,"AAOAKINP_03668","FLNDLMAF_04562","HEGDAGBG_04581","OOJFKJFD_04520","OMAFMDHC_04565","DHLDAANJ_03958","OGNHHAPP_04324","EPILMDOP_04541","OJOAJMDO_04478","FKHFPJNE_03153","JDGPEFCB_03671","EKBIAHBP_04434","GEOHAANM_04479","NNGIMOCL_04490","GBFFMACB_02084"
"group_3194","","hypothetical protein",575,575,1,1,5621,24,2,"",245,245,245,"AAOAKINP_03672","FLNDLMAF_04566","HEGDAGBG_04577","OOJFKJFD_04524","OMAFMDHC_04569","DHLDAANJ_03962","OGNHHAPP_04320","EPILMDOP_04537","OJOAJMDO_04482","FKHFPJNE_03149","JDGPEFCB_03675","EKBIAHBP_04438","GEOHAANM_04483","NNGIMOCL_04494","GBFFMACB_02080"
"group_3196","","hypothetical protein",575,575,1,1,5619,138,1,"",185,185,185,"AAOAKINP_03674","FLNDLMAF_04568","HEGDAGBG_04575","OOJFKJFD_04526","OMAFMDHC_04571","DHLDAANJ_03964","OGNHHAPP_04318","EPILMDOP_04535","OJOAJMDO_04484","FKHFPJNE_03147","JDGPEFCB_03677","EKBIAHBP_04440","GEOHAANM_04485","NNGIMOCL_04496","GBFFMACB_02078"
"rsmG","","Ribosomal RNA small subunit methyltransferase G",575,575,1,1,1377,152,1,"",623,623,623,"AAOAKINP_04371","FLNDLMAF_04285","HEGDAGBG_04164","OOJFKJFD_04228","OMAFMDHC_04292","DHLDAANJ_01533","OGNHHAPP_04128","EPILMDOP_03607","OJOAJMDO_03642","FKHFPJNE_04291","JDGPEFCB_04333","EKBIAHBP_04229","GEOHAANM_03610","NNGIMOCL_04210","GBFFMACB_03145"
"pnbA","","Para-nitrobenzyl esterase",575,575,1,1,4990,1,526,"",608,1508,1504,"AAOAKINP_00492","FLNDLMAF_01159","HEGDAGBG_01014","OOJFKJFD_03628","OMAFMDHC_02576","DHLDAANJ_03248","OGNHHAPP_00695","EPILMDOP_01708","OJOAJMDO_00234","FKHFPJNE_00496","JDGPEFCB_01754","EKBIAHBP_00251","GEOHAANM_02417","NNGIMOCL_02293","GBFFMACB_00767"
"rna_2","","Ribonuclease I",575,575,1,1,384,26,2,"",392,806,395,"AAOAKINP_03953","FLNDLMAF_03453","HEGDAGBG_03860","OOJFKJFD_03726","OMAFMDHC_03881","DHLDAANJ_01092","OGNHHAPP_03381","EPILMDOP_02752","OJOAJMDO_02682","FKHFPJNE_03759","JDGPEFCB_04029","EKBIAHBP_03751","GEOHAANM_02125","NNGIMOCL_03353","GBFFMACB_00138"
"pipB","","Secreted effector protein PipB",575,575,1,1,4505,128,1,"",563,875,873,"AAOAKINP_01695","FLNDLMAF_01959","HEGDAGBG_01479","OOJFKJFD_00286","OMAFMDHC_00871","DHLDAANJ_01701","OGNHHAPP_02556","EPILMDOP_00822","OJOAJMDO_01217","FKHFPJNE_00945","JDGPEFCB_00953","EKBIAHBP_01601","GEOHAANM_04367","NNGIMOCL_01773","GBFFMACB_03831"
"ccmH","","Cytochrome c-type biogenesis protein CcmH",575,575,1,1,1437,1,577,"",335,1043,1040,"AAOAKINP_04685","FLNDLMAF_04684","HEGDAGBG_04678","OOJFKJFD_04674","OMAFMDHC_04675","DHLDAANJ_04509","OGNHHAPP_04661","EPILMDOP_04662","OJOAJMDO_04645","FKHFPJNE_04579","JDGPEFCB_04678","EKBIAHBP_04668","GEOHAANM_03104","NNGIMOCL_04679","GBFFMACB_04676"
"gntR_4","","HTH-type transcriptional regulator GntR",575,575,1,1,3902,1,498,"",368,1337,1013,"AAOAKINP_02974","FLNDLMAF_01584","HEGDAGBG_01768","OOJFKJFD_01554","OMAFMDHC_02236","DHLDAANJ_01953","OGNHHAPP_02307","EPILMDOP_00426","OJOAJMDO_02966","FKHFPJNE_02178","JDGPEFCB_02638","EKBIAHBP_02966","GEOHAANM_01128","NNGIMOCL_02004","GBFFMACB_01833"
"dbpA","","ATP-dependent RNA helicase DbpA",575,575,1,1,4952,133,2,"",665,1373,1371,"AAOAKINP_00525","FLNDLMAF_01126","HEGDAGBG_01047","OOJFKJFD_03661","OMAFMDHC_02543","DHLDAANJ_03582","OGNHHAPP_00662","EPILMDOP_01741","OJOAJMDO_00201","FKHFPJNE_00529","JDGPEFCB_01787","EKBIAHBP_00218","GEOHAANM_02706","NNGIMOCL_02260",""
"xerD_1","","Tyrosine recombinase XerD",575,575,1,1,2863,81,3,"",428,896,895,"AAOAKINP_01048","FLNDLMAF_00134","HEGDAGBG_02690","OOJFKJFD_00792","OMAFMDHC_00306","DHLDAANJ_04172","OGNHHAPP_02203","EPILMDOP_01966","OJOAJMDO_00404","","JDGPEFCB_00306","EKBIAHBP_01095","GEOHAANM_00306","NNGIMOCL_00362","GBFFMACB_03538"
"ynfF_2","","putative dimethyl sulfoxide reductase chain YnfF",575,575,1,1,393,115,1,"",1025,1946,1944,"AAOAKINP_03947","FLNDLMAF_03447","HEGDAGBG_03866","OOJFKJFD_03720","OMAFMDHC_03875","DHLDAANJ_01098","OGNHHAPP_03387","EPILMDOP_02746","OJOAJMDO_02676","FKHFPJNE_03765","JDGPEFCB_04035","EKBIAHBP_03757","GEOHAANM_02119","NNGIMOCL_03347","GBFFMACB_00144"
"zitB","","Zinc transporter ZitB",575,575,1,1,262,95,1,"",662,938,937,"AAOAKINP_04082","FLNDLMAF_04605","HEGDAGBG_03731","OOJFKJFD_03855","OMAFMDHC_04010","DHLDAANJ_04250","OGNHHAPP_03252","EPILMDOP_04220","OJOAJMDO_04539","FKHFPJNE_03630","JDGPEFCB_03900","EKBIAHBP_03622","GEOHAANM_02254","NNGIMOCL_04415","GBFFMACB_00009"
"aptA","","Apulose-4-phosphate transketolase subunit A",575,575,1,1,3896,23,1,"",503,830,829,"AAOAKINP_02978","FLNDLMAF_01588","HEGDAGBG_01764","OOJFKJFD_01558","OMAFMDHC_02240","DHLDAANJ_01949","OGNHHAPP_02303","EPILMDOP_00422","OJOAJMDO_02962","FKHFPJNE_02174","JDGPEFCB_02642","EKBIAHBP_02970","GEOHAANM_01124","NNGIMOCL_02000","GBFFMACB_01837"
"gadC","","Glutamate/gamma-aminobutyrate antiporter",575,575,1,1,3917,109,1,"",965,1421,1420,"AAOAKINP_02960","FLNDLMAF_01570","HEGDAGBG_01782","OOJFKJFD_01540","OMAFMDHC_02222","DHLDAANJ_01967","OGNHHAPP_02321","EPILMDOP_00440","OJOAJMDO_02980","FKHFPJNE_02192","JDGPEFCB_02624","EKBIAHBP_02952","GEOHAANM_01142","NNGIMOCL_02018","GBFFMACB_01819"
"rocR","","Arginine utilization regulatory protein RocR",575,575,1,1,3919,120,2,"",869,1427,1426,"AAOAKINP_02958","FLNDLMAF_01568","HEGDAGBG_01784","OOJFKJFD_01538","OMAFMDHC_02220","DHLDAANJ_01969","OGNHHAPP_02323","EPILMDOP_00442","OJOAJMDO_02982","FKHFPJNE_02194","JDGPEFCB_02622","EKBIAHBP_02950","GEOHAANM_01144","NNGIMOCL_02020","GBFFMACB_01817"
"group_1055","","hypothetical protein",574,574,1,1,5622,24,1,"",212,533,483,"AAOAKINP_03671","FLNDLMAF_04565","HEGDAGBG_04578","OOJFKJFD_04523","OMAFMDHC_04568","DHLDAANJ_03961","OGNHHAPP_04321","EPILMDOP_04538","OJOAJMDO_04481","FKHFPJNE_03150","JDGPEFCB_03674","EKBIAHBP_04437","GEOHAANM_04482","NNGIMOCL_04493","GBFFMACB_02081"
"ccmD","","Heme exporter protein D",574,574,1,1,1432,18,2,"",161,212,174,"AAOAKINP_04689","FLNDLMAF_04688","HEGDAGBG_04682","OOJFKJFD_04670","OMAFMDHC_04679","DHLDAANJ_04505","OGNHHAPP_04657","EPILMDOP_04666","OJOAJMDO_04649","FKHFPJNE_04575","JDGPEFCB_04674","EKBIAHBP_04672","GEOHAANM_03100","NNGIMOCL_04683","GBFFMACB_04680"
"sad_1","","Succinate semialdehyde dehydrogenase [NAD(P)+] Sad",574,574,1,1,5102,3,3,"",461,1388,1386,"AAOAKINP_00401","FLNDLMAF_01251","HEGDAGBG_00923","OOJFKJFD_03537","OMAFMDHC_02664","DHLDAANJ_01488","OGNHHAPP_00786","EPILMDOP_03366","OJOAJMDO_00325","FKHFPJNE_00405","JDGPEFCB_01664","EKBIAHBP_00342","GEOHAANM_02327","NNGIMOCL_02384","GBFFMACB_00858"
"pdhR_1","","Pyruvate dehydrogenase complex repressor",574,574,1,1,2819,1,458,"",173,749,747,"AAOAKINP_01006","FLNDLMAF_00092","HEGDAGBG_02648","OOJFKJFD_00750","OMAFMDHC_00264","DHLDAANJ_03231","OGNHHAPP_02161","EPILMDOP_01924","OJOAJMDO_00446","","JDGPEFCB_00264","EKBIAHBP_01137","GEOHAANM_00264","NNGIMOCL_00404","GBFFMACB_03580"
"group_1312","","hypothetical protein",574,574,1,1,2818,1,459,"",662,731,730,"AAOAKINP_01005","FLNDLMAF_00091","HEGDAGBG_02647","OOJFKJFD_00749","OMAFMDHC_00263","DHLDAANJ_03230","OGNHHAPP_02160","EPILMDOP_01923","OJOAJMDO_00447","","JDGPEFCB_00263","EKBIAHBP_01138","GEOHAANM_00263","NNGIMOCL_00405","GBFFMACB_03581"
"atsA","","Arylsulfatase",574,574,1,1,2784,1,444,"",1634,1739,1738,"AAOAKINP_00970","FLNDLMAF_00056","HEGDAGBG_02612","OOJFKJFD_00714","OMAFMDHC_00228","DHLDAANJ_03195","OGNHHAPP_02125","EPILMDOP_01888","OJOAJMDO_00482","","JDGPEFCB_00228","EKBIAHBP_01173","GEOHAANM_00228","NNGIMOCL_00440","GBFFMACB_00504"
"group_1408","","hypothetical protein",574,574,1,1,32,1,395,"",353,449,447,"AAOAKINP_01920","FLNDLMAF_03710","HEGDAGBG_00419","OOJFKJFD_03889","OMAFMDHC_01182","DHLDAANJ_04270","OGNHHAPP_00419","EPILMDOP_03325","OJOAJMDO_02795","FKHFPJNE_01257","JDGPEFCB_01178","EKBIAHBP_02305","GEOHAANM_01336","NNGIMOCL_02715","GBFFMACB_03610"
"group_1535","","hypothetical protein",574,574,1,1,4432,2,48,"",200,206,205,"AAOAKINP_01628","FLNDLMAF_01892","HEGDAGBG_01412","OOJFKJFD_00219","OMAFMDHC_00938","DHLDAANJ_02808","OGNHHAPP_02623","EPILMDOP_00755","OJOAJMDO_01150","FKHFPJNE_01013","JDGPEFCB_00886","EKBIAHBP_01668","GEOHAANM_04299","NNGIMOCL_01706","GBFFMACB_04546"
"group_1868","","hypothetical protein",574,574,1,1,4723,183,1,"",533,533,533,"AAOAKINP_00740","FLNDLMAF_00911","HEGDAGBG_01262","OOJFKJFD_03263","OMAFMDHC_02327","DHLDAANJ_01597","OGNHHAPP_00446","EPILMDOP_04620","OJOAJMDO_03137","FKHFPJNE_00744","JDGPEFCB_02002","EKBIAHBP_00002","GEOHAANM_04596","NNGIMOCL_03442","GBFFMACB_01594"
"group_1870","","hypothetical protein",574,574,1,1,4725,151,1,"",125,125,125,"AAOAKINP_00738","FLNDLMAF_00913","HEGDAGBG_01260","OOJFKJFD_03265","OMAFMDHC_02329","DHLDAANJ_01595","OGNHHAPP_00448","EPILMDOP_04618","OJOAJMDO_03139","FKHFPJNE_00742","JDGPEFCB_02000","EKBIAHBP_00004","GEOHAANM_04598","NNGIMOCL_03444","GBFFMACB_01592"
"group_1966","","hypothetical protein",574,574,1,1,5100,3,1,"",359,359,359,"AAOAKINP_00403","FLNDLMAF_01249","HEGDAGBG_00925","OOJFKJFD_03539","OMAFMDHC_02662","DHLDAANJ_01490","OGNHHAPP_00784","EPILMDOP_03364","OJOAJMDO_00323","FKHFPJNE_00407","JDGPEFCB_01666","EKBIAHBP_00340","GEOHAANM_02329","NNGIMOCL_02382","GBFFMACB_00856"
"glsA2","","Glutaminase 2",574,574,1,1,5101,3,2,"",926,926,926,"AAOAKINP_00402","FLNDLMAF_01250","HEGDAGBG_00924","OOJFKJFD_03538","OMAFMDHC_02663","DHLDAANJ_01489","OGNHHAPP_00785","EPILMDOP_03365","OJOAJMDO_00324","FKHFPJNE_00406","JDGPEFCB_01665","EKBIAHBP_00341","GEOHAANM_02328","NNGIMOCL_02383","GBFFMACB_00857"
"gltR_1","","HTH-type transcriptional regulator GltR",574,574,1,1,5103,3,4,"",872,872,872,"AAOAKINP_00400","FLNDLMAF_01252","HEGDAGBG_00922","OOJFKJFD_03536","OMAFMDHC_02665","DHLDAANJ_01487","OGNHHAPP_00787","EPILMDOP_03367","OJOAJMDO_00326","FKHFPJNE_00404","JDGPEFCB_01663","EKBIAHBP_00343","GEOHAANM_02326","NNGIMOCL_02385","GBFFMACB_00859"
"sotB","","Sugar efflux transporter",574,574,1,1,5104,3,5,"",1190,1190,1190,"AAOAKINP_00399","FLNDLMAF_01253","HEGDAGBG_00921","OOJFKJFD_03535","OMAFMDHC_02666","DHLDAANJ_01486","OGNHHAPP_00788","EPILMDOP_03368","OJOAJMDO_00327","FKHFPJNE_00403","JDGPEFCB_01662","EKBIAHBP_00344","GEOHAANM_02325","NNGIMOCL_02386","GBFFMACB_00860"
"group_1970","","hypothetical protein",574,574,1,1,5105,3,6,"",653,665,664,"AAOAKINP_00398","FLNDLMAF_01254","HEGDAGBG_00920","OOJFKJFD_03534","OMAFMDHC_02667","DHLDAANJ_01485","OGNHHAPP_00789","EPILMDOP_03369","OJOAJMDO_00328","FKHFPJNE_00402","JDGPEFCB_01661","EKBIAHBP_00345","GEOHAANM_02324","NNGIMOCL_02387","GBFFMACB_00861"
"marR","","Multiple antibiotic resistance protein MarR",574,574,1,1,5106,3,16,"",434,434,434,"AAOAKINP_00397","FLNDLMAF_01255","HEGDAGBG_00919","OOJFKJFD_03533","OMAFMDHC_02668","DHLDAANJ_01484","OGNHHAPP_00790","EPILMDOP_03370","OJOAJMDO_00329","FKHFPJNE_00401","JDGPEFCB_01660","EKBIAHBP_00346","GEOHAANM_02323","NNGIMOCL_02388","GBFFMACB_00862"
"marA_1","","Multiple antibiotic resistance protein MarA",574,574,1,1,5107,3,15,"",383,383,383,"AAOAKINP_00396","FLNDLMAF_01256","HEGDAGBG_00918","OOJFKJFD_03532","OMAFMDHC_02669","DHLDAANJ_01483","OGNHHAPP_00791","EPILMDOP_03371","OJOAJMDO_00330","FKHFPJNE_00400","JDGPEFCB_01659","EKBIAHBP_00347","GEOHAANM_02322","NNGIMOCL_02389","GBFFMACB_00863"
"group_1973","","hypothetical protein",574,574,1,1,5108,3,14,"",209,209,209,"AAOAKINP_00395","FLNDLMAF_01257","HEGDAGBG_00917","OOJFKJFD_03531","OMAFMDHC_02670","DHLDAANJ_01482","OGNHHAPP_00792","EPILMDOP_03372","OJOAJMDO_00331","FKHFPJNE_00399","JDGPEFCB_01658","EKBIAHBP_00348","GEOHAANM_02321","NNGIMOCL_02390","GBFFMACB_00864"
"eamA","","putative amino-acid metabolite efflux pump",574,574,1,1,5109,3,13,"",902,902,902,"AAOAKINP_00394","FLNDLMAF_01258","HEGDAGBG_00916","OOJFKJFD_03530","OMAFMDHC_02671","DHLDAANJ_01481","OGNHHAPP_00793","EPILMDOP_03373","OJOAJMDO_00332","FKHFPJNE_00398","JDGPEFCB_01657","EKBIAHBP_00349","GEOHAANM_02320","NNGIMOCL_02391","GBFFMACB_00865"
"mgtS","","Small protein MgtS",574,574,1,1,5112,3,10,"",95,95,95,"AAOAKINP_00391","FLNDLMAF_01261","HEGDAGBG_00913","OOJFKJFD_03527","OMAFMDHC_02674","DHLDAANJ_01478","OGNHHAPP_00796","EPILMDOP_03376","OJOAJMDO_00335","FKHFPJNE_00395","JDGPEFCB_01654","EKBIAHBP_00352","GEOHAANM_02317","NNGIMOCL_02394","GBFFMACB_00868"
"group_1980","","hypothetical protein",574,574,1,1,5115,3,7,"",182,182,182,"AAOAKINP_00388","FLNDLMAF_01264","HEGDAGBG_00910","OOJFKJFD_03524","OMAFMDHC_02677","DHLDAANJ_01475","OGNHHAPP_00799","EPILMDOP_03379","OJOAJMDO_00338","FKHFPJNE_00392","JDGPEFCB_01651","EKBIAHBP_00355","GEOHAANM_02314","NNGIMOCL_02397","GBFFMACB_00871"
"spaR_2","","Surface presentation of antigens protein SpaR",574,574,1,1,5217,79,2,"",779,779,779,"AAOAKINP_00294","FLNDLMAF_02398","HEGDAGBG_02990","OOJFKJFD_02269","OMAFMDHC_02771","DHLDAANJ_00359","OGNHHAPP_01599","EPILMDOP_00043","OJOAJMDO_01900","FKHFPJNE_00298","JDGPEFCB_03354","EKBIAHBP_00449","GEOHAANM_02030","NNGIMOCL_01040","GBFFMACB_04719"
"lgoD","","L-galactonate-5-dehydrogenase",574,574,1,1,2821,1,456,"",1016,1016,1016,"AAOAKINP_01008","FLNDLMAF_00094","HEGDAGBG_02650","OOJFKJFD_00752","OMAFMDHC_00266","DHLDAANJ_03469","OGNHHAPP_02163","EPILMDOP_01926","OJOAJMDO_00444","","JDGPEFCB_00266","EKBIAHBP_01135","GEOHAANM_00266","NNGIMOCL_00402","GBFFMACB_03578"
"mtlK","","Mannitol 2-dehydrogenase",574,574,1,1,2820,1,457,"",1472,1472,1472,"AAOAKINP_01007","FLNDLMAF_00093","HEGDAGBG_02649","OOJFKJFD_00751","OMAFMDHC_00265","DHLDAANJ_03468","OGNHHAPP_02162","EPILMDOP_01925","OJOAJMDO_00445","","JDGPEFCB_00265","EKBIAHBP_01136","GEOHAANM_00265","NNGIMOCL_00403","GBFFMACB_03579"
"group_2233","","hypothetical protein",574,574,1,1,2816,1,464,"",299,299,299,"AAOAKINP_01003","FLNDLMAF_00089","HEGDAGBG_02645","OOJFKJFD_00747","OMAFMDHC_00261","DHLDAANJ_03228","OGNHHAPP_02158","EPILMDOP_01921","OJOAJMDO_00449","","JDGPEFCB_00261","EKBIAHBP_01140","GEOHAANM_00261","NNGIMOCL_00407","GBFFMACB_03583"
"metK","","S-adenosylmethionine synthase",574,574,1,1,2815,1,465,"",1154,1154,1154,"AAOAKINP_01002","FLNDLMAF_00088","HEGDAGBG_02644","OOJFKJFD_00746","OMAFMDHC_00260","DHLDAANJ_03227","OGNHHAPP_02157","EPILMDOP_01920","OJOAJMDO_00450","","JDGPEFCB_00260","EKBIAHBP_01141","GEOHAANM_00260","NNGIMOCL_00408","GBFFMACB_03584"
"pepT","","Peptidase T",574,574,1,1,5427,91,1,"",941,1229,1228,"AAOAKINP_00094","FLNDLMAF_02598","HEGDAGBG_02790","OOJFKJFD_02069","OMAFMDHC_02971","DHLDAANJ_03813","OGNHHAPP_01799","EPILMDOP_00243","OJOAJMDO_03169","FKHFPJNE_00098","JDGPEFCB_03154","EKBIAHBP_00649","GEOHAANM_03084","NNGIMOCL_01240","GBFFMACB_01935"
"group_2257","","hypothetical protein",574,574,1,1,2790,1,450,"",707,707,707,"AAOAKINP_00977","FLNDLMAF_00063","HEGDAGBG_02619","OOJFKJFD_00721","OMAFMDHC_00235","DHLDAANJ_03202","OGNHHAPP_02132","EPILMDOP_01895","OJOAJMDO_00475","","JDGPEFCB_00235","EKBIAHBP_01166","GEOHAANM_00235","NNGIMOCL_00433","GBFFMACB_00497"
"group_2258","","Virulence protein",574,574,1,1,2789,1,449,"",380,380,380,"AAOAKINP_00975","FLNDLMAF_00061","HEGDAGBG_02617","OOJFKJFD_00719","OMAFMDHC_00233","DHLDAANJ_03200","OGNHHAPP_02130","EPILMDOP_01893","OJOAJMDO_00477","","JDGPEFCB_00233","EKBIAHBP_01168","GEOHAANM_00233","NNGIMOCL_00435","GBFFMACB_00499"
"group_2259","","Butyryl-CoA:acetate CoA-transferase",574,574,1,1,2788,1,448,"",1322,1322,1322,"AAOAKINP_00974","FLNDLMAF_00060","HEGDAGBG_02616","OOJFKJFD_00718","OMAFMDHC_00232","DHLDAANJ_03199","OGNHHAPP_02129","EPILMDOP_01892","OJOAJMDO_00478","","JDGPEFCB_00232","EKBIAHBP_01169","GEOHAANM_00232","NNGIMOCL_00436","GBFFMACB_00500"
"mch","","Mesaconyl-CoA hydratase",574,574,1,1,2787,1,447,"",527,527,527,"AAOAKINP_00973","FLNDLMAF_00059","HEGDAGBG_02615","OOJFKJFD_00717","OMAFMDHC_00231","DHLDAANJ_03198","OGNHHAPP_02128","EPILMDOP_01891","OJOAJMDO_00479","","JDGPEFCB_00231","EKBIAHBP_01170","GEOHAANM_00231","NNGIMOCL_00437","GBFFMACB_00501"
"mcl1","","L-malyl-CoA/beta-methylmalyl-CoA lyase",574,574,1,1,2786,1,446,"",842,842,842,"AAOAKINP_00972","FLNDLMAF_00058","HEGDAGBG_02614","OOJFKJFD_00716","OMAFMDHC_00230","DHLDAANJ_03197","OGNHHAPP_02127","EPILMDOP_01890","OJOAJMDO_00480","","JDGPEFCB_00230","EKBIAHBP_01171","GEOHAANM_00230","NNGIMOCL_00438","GBFFMACB_00502"
"hcaR_1","","Hca operon transcriptional activator HcaR",574,574,1,1,2785,1,445,"",878,878,878,"AAOAKINP_00971","FLNDLMAF_00057","HEGDAGBG_02613","OOJFKJFD_00715","OMAFMDHC_00229","DHLDAANJ_03196","OGNHHAPP_02126","EPILMDOP_01889","OJOAJMDO_00481","","JDGPEFCB_00229","EKBIAHBP_01172","GEOHAANM_00229","NNGIMOCL_00439","GBFFMACB_00503"
"group_2335","","hypothetical protein",574,574,1,1,803,1,546,"",401,401,401,"AAOAKINP_03137","FLNDLMAF_02101","HEGDAGBG_03106","OOJFKJFD_01898","OMAFMDHC_03142","DHLDAANJ_01385","OGNHHAPP_02942","EPILMDOP_00968","OJOAJMDO_03493","FKHFPJNE_03042","JDGPEFCB_02801","EKBIAHBP_03130","GEOHAANM_00808","NNGIMOCL_00742","GBFFMACB_04281"
"allA","","Ureidoglycolate lyase",574,574,1,1,581,150,1,"",482,482,482,"AAOAKINP_03333","FLNDLMAF_02297","HEGDAGBG_04434","OOJFKJFD_01702","OMAFMDHC_03338","DHLDAANJ_02333","OGNHHAPP_04275","EPILMDOP_01164","OJOAJMDO_02000","FKHFPJNE_02846","JDGPEFCB_02997","EKBIAHBP_03326","GEOHAANM_01004","NNGIMOCL_00938","GBFFMACB_00297"
"group_2494","","hypothetical protein",574,574,1,1,530,4,4,"",170,170,170,"AAOAKINP_03380","FLNDLMAF_02344","HEGDAGBG_04387","OOJFKJFD_01655","OMAFMDHC_03385","DHLDAANJ_04417","OGNHHAPP_04228","EPILMDOP_04361","OJOAJMDO_01953","FKHFPJNE_02799","JDGPEFCB_03044","EKBIAHBP_03373","GEOHAANM_04660","NNGIMOCL_00985","GBFFMACB_00250"
"group_2501","","hypothetical protein",574,574,1,1,521,1,180,"",299,299,299,"AAOAKINP_03389","FLNDLMAF_02353","HEGDAGBG_04378","OOJFKJFD_01646","OMAFMDHC_03394","DHLDAANJ_04408","OGNHHAPP_04219","EPILMDOP_04352","OJOAJMDO_01944","FKHFPJNE_02790","JDGPEFCB_03053","EKBIAHBP_03382","GEOHAANM_04651","NNGIMOCL_00994","GBFFMACB_00241"
"group_3212","","hypothetical protein",574,574,1,1,5600,2,8,"",350,350,350,"AAOAKINP_03692","FLNDLMAF_04586","HEGDAGBG_04557","OOJFKJFD_04544","OMAFMDHC_04589","DHLDAANJ_03982","OGNHHAPP_04300","EPILMDOP_04517","OJOAJMDO_04502","FKHFPJNE_03129","JDGPEFCB_03695","EKBIAHBP_04458","GEOHAANM_04503","NNGIMOCL_04514","GBFFMACB_02060"
"group_3514","","hypothetical protein",574,574,1,1,5605,170,1,"",353,359,353,"AAOAKINP_03688","FLNDLMAF_04582","HEGDAGBG_04561","OOJFKJFD_04540","OMAFMDHC_04585","DHLDAANJ_03978","OGNHHAPP_04304","EPILMDOP_04521","OJOAJMDO_04498","FKHFPJNE_03133","JDGPEFCB_03691","EKBIAHBP_04454","GEOHAANM_04499","NNGIMOCL_04510","GBFFMACB_02064"
"crl","","Sigma factor-binding protein Crl",574,574,1,1,809,58,1,"",272,416,399,"AAOAKINP_03131","FLNDLMAF_02095","HEGDAGBG_03100","OOJFKJFD_01904","OMAFMDHC_03136","DHLDAANJ_01379","OGNHHAPP_02948","EPILMDOP_00962","OJOAJMDO_03499","FKHFPJNE_03048","JDGPEFCB_02795","EKBIAHBP_03124","GEOHAANM_00802","NNGIMOCL_00736","GBFFMACB_04287"
"marA_2","","Multiple antibiotic resistance protein MarA",574,574,1,1,430,10,6,"",212,341,339,"AAOAKINP_03915","FLNDLMAF_03415","HEGDAGBG_03898","OOJFKJFD_03688","OMAFMDHC_03843","DHLDAANJ_02931","OGNHHAPP_03419","EPILMDOP_02714","OJOAJMDO_02644","FKHFPJNE_03797","JDGPEFCB_04067","EKBIAHBP_03789","GEOHAANM_02087","NNGIMOCL_03315","GBFFMACB_00176"
"xylA","","Xylose isomerase",574,574,1,1,1833,63,2,"",236,1322,1317,"AAOAKINP_02488","FLNDLMAF_00645","HEGDAGBG_00594","OOJFKJFD_01069","OMAFMDHC_01818","DHLDAANJ_00185","OGNHHAPP_01067","EPILMDOP_02084","OJOAJMDO_00739","FKHFPJNE_01939","JDGPEFCB_02220","EKBIAHBP_02480","GEOHAANM_00470","NNGIMOCL_01394","GBFFMACB_04596"
