Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR7458239	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7458239_seqsero	SRR7458239_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7533570	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7533570_seqsero	SRR7533570_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7601570	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7601570_seqsero	SRR7601570_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7620522	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7620522_seqsero	SRR7620522_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7638087	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7638087_seqsero	SRR7638087_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7643294	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7643294_seqsero	SRR7643294_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7652910	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7652910_seqsero	SRR7652910_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7652913	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7652913_seqsero	SRR7652913_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7652915	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7652915_seqsero	SRR7652915_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7652985	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7652985_seqsero	SRR7652985_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7652988	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7652988_seqsero	SRR7652988_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7652990	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7652990_seqsero	SRR7652990_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7653006	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7653006_seqsero	SRR7653006_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7657516	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7657516_seqsero	SRR7657516_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7660779	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7660779_seqsero	SRR7660779_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7661265	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7661265_seqsero	SRR7661265_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7661269	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7661269_seqsero	SRR7661269_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7661272	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7661272_seqsero	SRR7661272_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7664643	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7664643_seqsero	SRR7664643_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7664653	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7664653_seqsero	SRR7664653_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7693582	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7693582_seqsero	SRR7693582_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7701252	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7701252_seqsero	SRR7701252_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7701253	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7701253_seqsero	SRR7701253_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7706339	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7706339_seqsero	SRR7706339_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7707918	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7707918_seqsero	SRR7707918_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7758738	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7758738_seqsero	SRR7758738_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7765068	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7765068_seqsero	SRR7765068_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7771813	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7771813_seqsero	SRR7771813_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7771826	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7771826_seqsero	SRR7771826_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7773994	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7773994_seqsero	SRR7773994_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7789469	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7789469_seqsero	SRR7789469_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7789816	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7789816_seqsero	SRR7789816_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7798780	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7798780_seqsero	SRR7798780_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7820864	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7820864_seqsero	SRR7820864_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7866006	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7866006_seqsero	SRR7866006_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7882224	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7882224_seqsero	SRR7882224_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7885200	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7885200_seqsero	SRR7885200_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7885206	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7885206_seqsero	SRR7885206_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7903532	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7903532_seqsero	SRR7903532_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7966655	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7966655_seqsero	SRR7966655_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7966661	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7966661_seqsero	SRR7966661_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8041750	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8041750_seqsero	SRR8041750_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR8078634	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8078634_seqsero	SRR8078634_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8078641	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8078641_seqsero	SRR8078641_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR8078648	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8078648_seqsero	SRR8078648_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8078654	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8078654_seqsero	SRR8078654_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8104474	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8104474_seqsero	SRR8104474_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR8136332	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136332_seqsero	SRR8136332_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136483	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136483_seqsero	SRR8136483_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136484	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136484_seqsero	SRR8136484_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136585	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136585_seqsero	SRR8136585_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136668	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136668_seqsero	SRR8136668_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136678	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136678_seqsero	SRR8136678_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136683	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136683_seqsero	SRR8136683_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136931	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136931_seqsero	SRR8136931_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136963	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136963_seqsero	SRR8136963_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136968	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136968_seqsero	SRR8136968_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR8136970	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8136970_seqsero	SRR8136970_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR8137073	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR8137073_seqsero	SRR8137073_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
